paperID,shortTitle,AttributeId,AttributeTitle,ArmTitle,Coder1Text,Coder2Text
34829909,Aveyard (2001),4788957,Geographical location,Whole Study,0,0
34829909,Aveyard (2001),4788958,Country of intervention,Whole Study,1,1
34829909,Aveyard (2001),4788959,Lower-level geographical region,Whole Study,1,1
34829909,Aveyard (2001),5295657,Attribute of location,Whole Study,0,0
34829909,Aveyard (2001),4788960,Area social and economic condition,Whole Study,0,0
34829909,Aveyard (2001),5295658,Low-income area,Whole Study,0,0
34829909,Aveyard (2001),5295661,High-income area,Whole Study,0,0
34829909,Aveyard (2001),4788961,Population and resource density,Whole Study,0,0
34829909,Aveyard (2001),4788962,Rural area,Whole Study,0,0
34829909,Aveyard (2001),5295662,Suburban area,Whole Study,0,0
34829909,Aveyard (2001),4788963,Urban area,Whole Study,0,0
34829909,Aveyard (2001),4788964,Site,Whole Study,0,0
34829909,Aveyard (2001),4788965,Facility,Whole Study,0,0
34829909,Aveyard (2001),4788967,Residential facility,Whole Study,0,0
34829909,Aveyard (2001),4788968,Household residence,Whole Study,0,0
34829909,Aveyard (2001),4788969,Multiple occupancy residence,Whole Study,0,0
34829909,Aveyard (2001),4788970,Student residence,Whole Study,0,0
34829909,Aveyard (2001),4788971,Residential care or assisted living,Whole Study,0,0
34829909,Aveyard (2001),4788972,Homeless setting,Whole Study,0,0
34829909,Aveyard (2001),4788973,Temporary residence,Whole Study,0,0
34829909,Aveyard (2001),4788974,Healthcare facility,Whole Study,0,0
34829909,Aveyard (2001),4788975,Hospital facility,Whole Study,0,0
34829909,Aveyard (2001),4789033,Emergency department facility,Whole Study,0,0
34829909,Aveyard (2001),4789030,Hospital outpatient clinic facility,Whole Study,0,0
34829909,Aveyard (2001),4788989,Doctor-led primary care facility,Whole Study,0,0
34829909,Aveyard (2001),4789024,Care home facility,Whole Study,0,0
34829909,Aveyard (2001),4789025,Hospice facility,Whole Study,0,0
34829909,Aveyard (2001),4789026,Pharmacy facility,Whole Study,0,0
34829909,Aveyard (2001),4789028,Rehabilitation facility,Whole Study,0,0
